"","geneid","gene_name"
"1590","FBgn0032016","Mettl14"
"1591","FBgn0032021","CG7781"
"1592","FBgn0032025","CG7778"
"1593","FBgn0032026","CG7627"
"1594","FBgn0032029","CG17292"
"1595","FBgn0032031","CG13390"
"1596","FBgn0032032","CG17294"
"1597","FBgn0032033","CG13392"
"1598","FBgn0032034","Rcd4"
"1599","FBgn0032036","CG13384"
"1600","FBgn0032050","CG13096"
"1601","FBgn0032051","CG13097"
"1602","FBgn0032052","PIG-U"
"1603","FBgn0032059","PrBP"
"1604","FBgn0032075","Tsp29Fb"
"1605","FBgn0032076","Argl"
"1606","FBgn0032077","CG9515"
"1607","FBgn0032078","C1GalTA"
"1608","FBgn0032079","CG31886"
"1609","FBgn0032084","CG13101"
"1610","FBgn0032101","CG9586"
"1611","FBgn0032123","Oatp30B"
"1612","FBgn0032129","jp"
"1613","FBgn0032130","brwl"
"1614","FBgn0032135","GlcAT-S"
"1615","FBgn0032138","CG4364"
"1616","FBgn0032139","CG13116"
"1617","FBgn0032140","CG13117"
"1618","FBgn0032147","IP3K1"
"1619","FBgn0032149","CG4036"
"1620","FBgn0032153","CG4537"
"1621","FBgn0032156","CG13124"
"1622","FBgn0032157","Etl1"
"1623","FBgn0032160","CG4598"
"1624","FBgn0032162","CG4592"
"1625","FBgn0032167","CG5853"
"1626","FBgn0032168","CG13126"
"1627","FBgn0032169","CG4709"
"1628","FBgn0032170","CG4658"
"1629","FBgn0032171","CG5846"
"1630","FBgn0032172","CG5850"
"1631","FBgn0032191","Snx17"
"1632","FBgn0032193","CG5727"
"1633","FBgn0032194","CG4901"
"1634","FBgn0032196","CG5708"
"1635","FBgn0032198","eEF1delta"
"1636","FBgn0032200","CG5676"
"1637","FBgn0032204","CG4953"
"1638","FBgn0032209","Hand"
"1639","FBgn0032210","CYLD"
"1640","FBgn0032213","CG5390"
"1641","FBgn0032214","CG4968"
"1642","FBgn0032216","Usp14"
"1643","FBgn0032217","CG4972"
"1644","FBgn0032218","CG5381"
"1645","FBgn0032219","CG4995"
"1646","FBgn0032224","Sps2"
"1647","FBgn0032230","lft"
"1648","FBgn0032234","gny"
"1649","FBgn0032236","mRpS7"
"1650","FBgn0032240","CG17768"
"1651","FBgn0032243","Klp31E"
"1652","FBgn0032246","Wdfy2"
"1653","FBgn0032247","CG5188"
"1654","FBgn0032248","Bug22"
"1655","FBgn0032252","loh"
"1656","FBgn0032253","LManI"
"1657","FBgn0032258","Cog4"
"1658","FBgn0032259","CG6144"
"1659","FBgn0032261","CG6094"
"1660","FBgn0032264","Lip4"
"1661","FBgn0032281","CG17107"
"1662","FBgn0032283","CG7296"
"1663","FBgn0032285","CG17108"
"1664","FBgn0032286","CG7300"
"1665","FBgn0032287","CG6415"
"1666","FBgn0032290","CG6443"
"1667","FBgn0032292","EMC3"
"1668","FBgn0032297","CG17124"
"1669","FBgn0032298","CG6724"
"1670","FBgn0032299","CG17127"
"1671","FBgn0032305","CG6700"
"1672","FBgn0032322","CG16743"
"1673","FBgn0032329","Art8"
"1674","FBgn0032343","CG6201"
"1675","FBgn0032346","Csl4"
"1676","FBgn0032350","CG6287"
"1677","FBgn0032363","Dlg5"
"1678","FBgn0032382","Mal-B2"
"1679","FBgn0032387","CG16965"
"1680","FBgn0032388","CG6686"
"1681","FBgn0032393","Nfs1"
"1682","FBgn0032394","Hacd1"
"1683","FBgn0032397","Tom70"
"1684","FBgn0032398","CG6766"
"1685","FBgn0032400","CG6770"
"1686","FBgn0032402","PLCXD"
"1687","FBgn0032404","RpL7-like"
"1688","FBgn0032405","firl"
"1689","FBgn0032407","Pex19"
"1690","FBgn0032408","CG6712"
"1691","FBgn0032420","CG6583"
"1692","FBgn0032421","crok"
"1693","FBgn0032422","atilla"
"1694","FBgn0032429","CG5446"
"1695","FBgn0032430","CG6388"
"1696","FBgn0032445","CG6153"
"1697","FBgn0032453","CG6180"
"1698","FBgn0032455","Pih1D1"
"1699","FBgn0032456","MRP"
"1700","FBgn0032467","CG9934"
"1701","FBgn0032472","CG9928"
"1702","FBgn0032474","DnaJ-H"
"1703","FBgn0032477","CG5287"
"1704","FBgn0032480","Edem2"
"1705","FBgn0032482","Pect"
"1706","FBgn0032487","Ski6"
"1707","FBgn0032488","CG16812"
"1708","FBgn0032494","CG5945"
"1709","FBgn0032499","Uvrag"
"1710","FBgn0032505","CG16826"
"1711","FBgn0032509","CG6523"
"1712","FBgn0032511","ND-B22"
"1713","FBgn0032512","Bdp1"
"1714","FBgn0032513","CG6565"
"1715","FBgn0032515","loqs"
"1716","FBgn0032516","Ing5"
"1717","FBgn0032518","RpL24"
"1718","FBgn0032521","CG7110"
"1719","FBgn0032524","Hacd2"
"1720","FBgn0032586","Tpr2"
"1721","FBgn0032587","CG5953"
"1722","FBgn0032595","CG17996"
"1723","FBgn0032596","Prosbeta4"
"1724","FBgn0032597","CG17904"
"1725","FBgn0032600","BuGZ"
"1726","FBgn0032601","yellow-b"
"1727","FBgn0032603","CG17928"
"1728","FBgn0032613","Nepl9"
"1729","FBgn0032614","CG13284"
"1730","FBgn0032618","CG31743"
"1731","FBgn0032634","Rpb11"
"1732","FBgn0032642","CG5110"
"1733","FBgn0032644","CG5131"
"1734","FBgn0032652","CG6870"
"1735","FBgn0032666","CG5758"
"1736","FBgn0032669","CG15155"
"1737","FBgn0032670","CG5783"
"1738","FBgn0032671","JMJD4"
"1739","FBgn0032682","grnd"
"1740","FBgn0032684","Ugt301D1"
"1741","FBgn0032690","CG10333"
"1742","FBgn0032694","MESR3"
"1743","FBgn0032699","CG10383"
"1744","FBgn0032700","CG10338"
"1745","FBgn0032701","CG10341"
"1746","FBgn0032703","CG10343"
"1747","FBgn0032706","Irk3"
"1748","FBgn0032713","Ugt36D1"
"1749","FBgn0032715","CG17597"
"1750","FBgn0032721","CG10602"
"1751","FBgn0032725","Nedd8"
"1752","FBgn0032726","CG10621"
"1753","FBgn0032727","CG10623"
"1754","FBgn0032729","L2HGDH"
"1755","FBgn0032731","Swip-1"
"1756","FBgn0032732","EMC5"
"1757","FBgn0032744","Ttc19"
"1758","FBgn0032746","CG10470"
"1759","FBgn0032770","CG13086"
"1760","FBgn0032773","fon"
"1761","FBgn0032775","CG17544"
"1762","FBgn0032779","Alp12"
"1763","FBgn0032780","CG13085"
"1764","FBgn0032781","RtcB"
"1765","FBgn0032782","Rab9"
"1766","FBgn0032783","CG10237"
"1767","FBgn0032785","CG10026"
"1768","FBgn0032787","CG10195"
"1769","FBgn0032791","CG18094"
"1770","FBgn0032793","CG10189"
"1771","FBgn0032799","CG10166"
"1772","FBgn0032801","CG10165"
"1773","FBgn0032805","CG10337"
"1774","FBgn0032810","CG13077"
"1775","FBgn0032814","CG10366"
"1776","FBgn0032815","CG10462"
"1777","FBgn0032816","Nf-YB"
"1778","FBgn0032819","CG10463"
"1779","FBgn0032820","fbp"
"1780","FBgn0032822","CG10466"
"1781","FBgn0032833","COX4"
"1782","FBgn0032835","CG16772"
"1783","FBgn0032836","CG10680"
"1784","FBgn0032845","CG10747"
"1785","FBgn0032846","Pyroxd1"
"1786","FBgn0032847","Taf13"
"1787","FBgn0032850","Kua"
"1788","FBgn0032864","CG2493"
"1789","FBgn0032870","CG2608"
"1790","FBgn0032871","CG2611"
"1791","FBgn0032873","CG2614"
"1792","FBgn0032880","TM9SF2"
"1793","FBgn0032881","Amacr"
"1794","FBgn0032882","Ns4"
"1795","FBgn0032884","Pomp"
"1796","FBgn0032886","CG9328"
"1797","FBgn0032889","CG9331"
"1798","FBgn0032896","CG14400"
"1799","FBgn0032897","CG9336"
"1800","FBgn0032900","CG14401"
"1801","FBgn0032901","sky"
"1802","FBgn0032913","CG9259"
"1803","FBgn0032916","CG9257"
"1804","FBgn0032919","CG9253"
"1805","FBgn0032921","Mpp6"
"1806","FBgn0032922","Coq3"
"1807","FBgn0032923","Pld3"
"1808","FBgn0032924","Nbr"
"1809","FBgn0032925","CG9246"
"1810","FBgn0032935","Atg18b"
"1811","FBgn0032940","Mondo"
"1812","FBgn0032943","Tsp39D"
"1813","FBgn0032945","CG8665"
"1814","FBgn0032946","nrv3"
"1815","FBgn0032949","Lamp1"
"1816","FBgn0032955","CG2201"
"1817","FBgn0032961","CG1416"
"1818","FBgn0032974","CG3651"
"1819","FBgn0032986","CG3262"
"1820","FBgn0032987","RpL21"
"1821","FBgn0032988","Tif-IA"
"1822","FBgn0032997","CG17486"
"1823","FBgn0033000","CG14464"
"1824","FBgn0033005","CG3107"
"1825","FBgn0033010","Atf6"
"1826","FBgn0033021","CG10417"
"1827","FBgn0033028","hrm"
"1828","FBgn0033029","Not3"
"1829","FBgn0033032","kune"
"1830","FBgn0033038","CG7791"
"1831","FBgn0033047","CG7882"
"1832","FBgn0033050","Pngl"
"1833","FBgn0033052","SCAP"
"1834","FBgn0033055","Tbce"
"1835","FBgn0033060","CG7849"
"1836","FBgn0033065","Cyp6w1"
"1837","FBgn0033079","Fmo-2"
"1838","FBgn0033081","geminin"
"1839","FBgn0033085","CG15908"
"1840","FBgn0033088","PGAP3"
"1841","FBgn0033092","Rpp25"
"1842","FBgn0033093","CG3270"
"1843","FBgn0033095","chk"
"1844","FBgn0033100","CG3420"
"1845","FBgn0033101","CG9436"
"1846","FBgn0033104","CG15237"
"1847","FBgn0033127","Tsp42Ef"
"1848","FBgn0033128","Tsp42Eg"
"1849","FBgn0033129","Tsp42Eh"
"1850","FBgn0033130","Tsp42Ei"
"1851","FBgn0033132","Tsp42Ej"
"1852","FBgn0033134","Tsp42El"
"1853","FBgn0033135","Tsp42En"
"1854","FBgn0033138","Tsp42Eq"
"1855","FBgn0033139","Tsp42Er"
"1856","FBgn0033153","Gadd45"
"1857","FBgn0033160","Dhx15"
"1858","FBgn0033169","CG11123"
"1859","FBgn0033170","sPLA2"
"1860","FBgn0033178","CG11127"
"1861","FBgn0033179","p47"
"1862","FBgn0033183","CG1620"
"1863","FBgn0033184","mEFTu2"
"1864","FBgn0033187","PIG-G"
"1865","FBgn0033188","Drat"
"1866","FBgn0033191","CG1598"
"1867","FBgn0033199","CG17985"
"1868","FBgn0033203","CG2070"
"1869","FBgn0033204","CG2065"
"1870","FBgn0033209","CG12107"
"1871","FBgn0033214","CG1941"
"1872","FBgn0033215","Dgat2"
"1873","FBgn0033221","CG12825"
"1874","FBgn0033225","TTLL12"
"1875","FBgn0033226","puml"
"1876","FBgn0033229","CG12822"
"1877","FBgn0033232","CG12159"
"1878","FBgn0033235","CG8728"
"1879","FBgn0033241","CG2915"
"1880","FBgn0033246","ACC"
"1881","FBgn0033247","Nup44A"
"1882","FBgn0033250","CG14762"
"1883","FBgn0033260","Cul4"
"1884","FBgn0033261","udd"
"1885","FBgn0033264","Nup50"
"1886","FBgn0033265","coil"
"1887","FBgn0033272","RagC-D"
"1888","FBgn0033274","CG14757"
"1889","FBgn0033289","CG2121"
"1890","FBgn0033309","Lnpk"
"1891","FBgn0033316","Gle1"
"1892","FBgn0033320","CG8586"
"1893","FBgn0033321","CG8738"
"1894","FBgn0033337","CG8272"
"1895","FBgn0033340","CG13751"
"1896","FBgn0033350","CG8237"
"1897","FBgn0033356","CG8229"
"1898","FBgn0033357","Tom7"
"1899","FBgn0033366","Ance-4"
"1900","FBgn0033367","PPO2"
"1901","FBgn0033373","CG8080"
"1902","FBgn0033375","CG8078"
"1903","FBgn0033376","CG8777"
"1904","FBgn0033377","Pgm2a"
"1905","FBgn0033378","tsu"
"1906","FBgn0033379","Mys45A"
"1907","FBgn0033380","Phax"
"1908","FBgn0033381","GstE13"
"1909","FBgn0033382","Hydr1"
"1910","FBgn0033387","CG8008"
"1911","FBgn0033391","CG8026"
"1912","FBgn0033397","Cyp4p3"
"1913","FBgn0033400","CG2063"
"1914","FBgn0033401","Cog6"
"1915","FBgn0033421","CG1888"
"1916","FBgn0033426","CG1814"
"1917","FBgn0033428","Urod"
"1918","FBgn0033429","CG12929"
"1919","FBgn0033431","CG1827"
"1920","FBgn0033434","CG1902"
"1921","FBgn0033439","CG1773"
"1922","FBgn0033446","CG1648"
"1923","FBgn0033451","Marc"
"1924","FBgn0033453","Sting"
"1925","FBgn0033454","CG1671"
"1926","FBgn0033457","Ntmt"
"1927","FBgn0033464","CG1441"
"1928","FBgn0033467","Pdrg1"
"1929","FBgn0033471","CG12134"
"1930","FBgn0033473","CG12128"
"1931","FBgn0033476","oys"
"1932","FBgn0033480","mRpL42"
"1933","FBgn0033483","egr"
"1934","FBgn0033485","RpLP0-like"
"1935","FBgn0033504","CAP"
"1936","FBgn0033507","CG12909"
"1937","FBgn0033518","Prx2540-2"
"1938","FBgn0033519","CG11825"
"1939","FBgn0033520","Prx2540-1"
"1940","FBgn0033521","CG12896"
"1941","FBgn0033523","CG12895"
"1942","FBgn0033527","CG11777"
"1943","FBgn0033528","trsn"
"1944","FBgn0033529","CG17765"
"1945","FBgn0033540","Elp2"
"1946","FBgn0033543","CG12338"
"1947","FBgn0033544","CG7220"
"1948","FBgn0033547","CG12935"
"1949","FBgn0033548","CG7637"
"1950","FBgn0033550","CG12341"
"1951","FBgn0033551","CG7222"
"1952","FBgn0033554","Lsm10"
"1953","FBgn0033555","RpS15Ab"
"1954","FBgn0033556","CG12343"
"1955","FBgn0033557","CG12325"
"1956","FBgn0033564","Pex6"
"1957","FBgn0033570","ND-B14"
"1958","FBgn0033571","Rpb5"
"1959","FBgn0033574","Spn47C"
"1960","FBgn0033593","Listericin"
"1961","FBgn0033605","CG9067"
"1962","FBgn0033615","CG7741"
"1963","FBgn0033624","CG12384"
"1964","FBgn0033638","CG9005"
"1965","FBgn0033653","CG13192"
"1966","FBgn0033656","S2P"
"1967","FBgn0033661","CG13185"
"1968","FBgn0033665","Zip48C"
"1969","FBgn0033669","PI31"
"1970","FBgn0033672","rho-7"
"1971","FBgn0033677","CG8321"
"1972","FBgn0033679","CG8888"
"1973","FBgn0033683","CG18343"
"1974","FBgn0033688","Prp8"
"1975","FBgn0033691","CG8860"
"1976","FBgn0033692","wash"
"1977","FBgn0033698","CG8858"
"1978","FBgn0033699","RpS11"
"1979","FBgn0033702","CG8854"
"1980","FBgn0033710","CG17739"
"1981","FBgn0033712","mIF3"
"1982","FBgn0033715","CG8490"
"1983","FBgn0033716","Den1"
"1984","FBgn0033717","CG8839"
"1985","FBgn0033723","CG13155"
"1986","FBgn0033724","CG8501"
"1987","FBgn0033728","Cpr49Ae"
"1988","FBgn0033734","CG8520"
"1989","FBgn0033737","Nup54"
"1990","FBgn0033739","Dyb"
"1991","FBgn0033741","CG8545"
"1992","FBgn0033742","Nepl10"
"1993","FBgn0033751","CG8818"
"1994","FBgn0033754","Ak6"
"1995","FBgn0033755","ClC-b"
"1996","FBgn0033761","CG8778"
"1997","FBgn0033762","ZnT49B"
"1998","FBgn0033763","CG8646"
"1999","FBgn0033775","Cyp9h1"
"2000","FBgn0033777","CG17574"
"2001","FBgn0033781","CG13319"
"2002","FBgn0033787","CG13321"
"2003","FBgn0033788","CG13323"
"2004","FBgn0033799","GLaz"
"2005","FBgn0033807","AQP"
"2006","FBgn0033808","CG4627"
"2007","FBgn0033809","CG4630"
"2008","FBgn0033810","CG4646"
"2009","FBgn0033812","Pex13"
"2010","FBgn0033814","Qsox1"
"2011","FBgn0033820","CG4716"
"2012","FBgn0033821","CG10799"
"2013","FBgn0033830","CG10814"
"2014","FBgn0033842","cbc"
"2015","FBgn0033844","bbc"
"2016","FBgn0033853","CG6145"
"2017","FBgn0033859","fand"
"2018","FBgn0033871","CG13339"
"2019","FBgn0033872","CG6329"
"2020","FBgn0033879","Echs1"
"2021","FBgn0033883","CG16935"
"2022","FBgn0033886","Rpn13"
"2023","FBgn0033889","CG6701"
"2024","FBgn0033891","CG8067"
"2025","FBgn0033900","CysRS-m"
"2026","FBgn0033901","O-fut1"
"2027","FBgn0033902","eIF3m"
"2028","FBgn0033903","CG8323"
"2029","FBgn0033904","CG18327"
"2030","FBgn0033905","CG18324"
"2031","FBgn0033906","ReepB"
"2032","FBgn0033907","mRpS16"
"2033","FBgn0033912","RpS23"
"2034","FBgn0033913","CG8468"
"2035","FBgn0033917","SmydA-1"
"2036","FBgn0033919","CG8547"
"2037","FBgn0033924","CG8613"
"2038","FBgn0033926","Arc1"
"2039","FBgn0033928","Arc2"
"2040","FBgn0033929","Tfb1"
"2041","FBgn0033949","Had2"
"2042","FBgn0033951","CG10139"
"2043","FBgn0033961","ND-B15"
"2044","FBgn0033968","hui"
"2045","FBgn0033972","Ciao1"
"2046","FBgn0033973","HPS1"
"2047","FBgn0033980","Cyp6a20"
"2048","FBgn0033981","Cyp6a21"
"2049","FBgn0033987","ckn"
"2050","FBgn0033988","pcs"
"2051","FBgn0033989","CG7639"
"2052","FBgn0033995","GPHR"
"2053","FBgn0034000","CG11808"
"2054","FBgn0034001","mRpL41"
"2055","FBgn0034002","CG8079"
"2056","FBgn0034010","CG8157"
"2057","FBgn0034027","CG8187"
"2058","FBgn0034029","eIF2Bgamma"
"2059","FBgn0034031","CG12963"
"2060","FBgn0034033","CG8204"
"2061","FBgn0034035","CG8207"
"2062","FBgn0034045","CG8249"
"2063","FBgn0034049","bdg"
"2064","FBgn0034050","bug"
"2065","FBgn0034053","Cyp4aa1"
"2066","FBgn0034057","CG8314"
"2067","FBgn0034058","Pex11"
"2068","FBgn0034059","CG8320"
"2069","FBgn0034060","CG8370"
"2070","FBgn0034061","Ufc1"
"2071","FBgn0034063","CG8389"
"2072","FBgn0034065","Rrp42"
"2073","FBgn0034066","EMC7"
"2074","FBgn0034067","CG8399"
"2075","FBgn0034073","CG8414"
"2076","FBgn0034075","Asph"
"2077","FBgn0034081","CG10731"
"2078","FBgn0034083","lbk"
"2079","FBgn0034084","CG8435"
"2080","FBgn0034086","CG8441"
"2081","FBgn0034091","mrj"
"2082","FBgn0034093","CG15706"
"2083","FBgn0034094","Tsf3"
"2084","FBgn0034109","CG7747"
"2085","FBgn0034110","Atg9"
"2086","FBgn0034117","CG7997"
"2087","FBgn0034118","Nup62"
"2088","FBgn0034122","CG15711"
"2089","FBgn0034126","jtb"
"2090","FBgn0034138","RpS15"
"2091","FBgn0034139","CG4927"
"2092","FBgn0034140","Lst"
"2093","FBgn0034141","CG8311"
"2094","FBgn0034142","CG8306"
"2095","FBgn0034162","CG6426"
"2096","FBgn0034165","CG6435"
"2097","FBgn0034172","CG6665"
"2098","FBgn0034176","ste24a"
"2099","FBgn0034179","CG6805"
"2100","FBgn0034180","Ehbp1"
"2101","FBgn0034191","CG6984"
"2102","FBgn0034194","CG15611"
"2103","FBgn0034198","CG11400"
"2104","FBgn0034199","Gbp1"
"2105","FBgn0034200","Gbp2"
"2106","FBgn0034214","CG6550"
"2107","FBgn0034215","Mtap"
"2108","FBgn0034219","mthl4"
"2109","FBgn0034229","CG4847"
"2110","FBgn0034230","CG4853"
"2111","FBgn0034232","CG4866"
"2112","FBgn0034242","CG14480"
"2113","FBgn0034243","Ns2"
"2114","FBgn0034245","UQCR-6.4"
"2115","FBgn0034247","CG6484"
"2116","FBgn0034248","CG14483"
"2117","FBgn0034258","eIF3c"
"2118","FBgn0034261","HPS4"
"2119","FBgn0034265","Snx16"
"2120","FBgn0034266","CG4975"
"2121","FBgn0034275","CG5002"
"2122","FBgn0034277","OstDelta"
"2123","FBgn0034282","Mapmodulin"
"2124","FBgn0034290","CG5773"
"2125","FBgn0034299","CG5757"
"2126","FBgn0034312","CG10916"
"2127","FBgn0034315","CG5721"
"2128","FBgn0034328","BomBc1"
"2129","FBgn0034329","BomS1"
"2130","FBgn0034330","BomS4"
"2131","FBgn0034331","BomBc2"
"2132","FBgn0034335","GstE1"
"2133","FBgn0034345","CG5174"
"2134","FBgn0034346","PIG-O"
"2135","FBgn0034351","rswl"
"2136","FBgn0034354","GstE11"
"2137","FBgn0034361","mRpS28"
"2138","FBgn0034362","CG5323"
"2139","FBgn0034364","CG5493"
"2140","FBgn0034365","CG5335"
"2141","FBgn0034366","Atg7"
"2142","FBgn0034368","zda"
"2143","FBgn0034372","Gint3"
"2144","FBgn0034380","Vps51"
"2145","FBgn0034382","CG18609"
"2146","FBgn0034387","Cyp12b2"
"2147","FBgn0034390","CG15093"
"2148","FBgn0034392","MFS15"
"2149","FBgn0034394","CG15096"
"2150","FBgn0034399","CG15083"
"2151","FBgn0034402","CG15084"
"2152","FBgn0034405","Jheh2"
"2153","FBgn0034407","DptB"
"2154","FBgn0034417","CG15117"
"2155","FBgn0034419","CG15111"
"2156","FBgn0034420","CG10737"
"2157","FBgn0034430","mip40"
"2158","FBgn0034432","CG7461"
"2159","FBgn0034436","CG11961"
"2160","FBgn0034438","CG9416"
"2161","FBgn0034447","CG7744"
"2162","FBgn0034451","TBCB"
"2163","FBgn0034455","CG11007"
"2164","FBgn0034460","CG18367"
"2165","FBgn0034468","Obp56a"
"2166","FBgn0034470","Obp56d"
"2167","FBgn0034479","CG8654"
"2168","FBgn0034480","CG16898"
"2169","FBgn0034484","CG11044"
"2170","FBgn0034490","CG9864"
"2171","FBgn0034491","Hsl"
"2172","FBgn0034494","CG10444"
"2173","FBgn0034496","CG9143"
"2174","FBgn0034497","Mpcp1"
"2175","FBgn0034500","CG11200"
"2176","FBgn0034501","CG13868"
"2177","FBgn0034503","MED8"
"2178","FBgn0034509","Obp57c"
"2179","FBgn0034511","GNBP-like3"
"2180","FBgn0034512","CG18067"
"2181","FBgn0034517","Cpr57A"
"2182","FBgn0034521","Mgat1"
"2183","FBgn0034527","CG9945"
"2184","FBgn0034528","CG11180"
"2185","FBgn0034534","maf-S"
"2186","FBgn0034535","CG11110"
"2187","FBgn0034537","DMAP1"
"2188","FBgn0034538","CG16799"
"2189","FBgn0034540","Lrt"
"2190","FBgn0034542","Fem-1"
"2191","FBgn0034543","galla-1"
"2192","FBgn0034564","CG9344"
"2193","FBgn0034573","CG3295"
"2194","FBgn0034576","ND-B14.7"
"2195","FBgn0034578","CG15653"
"2196","FBgn0034583","CG10527"
"2197","FBgn0034585","Rbpn-5"
"2198","FBgn0034599","hng1"
"2199","FBgn0034602","Lapsyn"
"2200","FBgn0034605","Ugt49C1"
"2201","FBgn0034606","ASPP"
"2202","FBgn0034611","MFS16"
"2203","FBgn0034618","CG9485"
"2204","FBgn0034628","Acox57D-p"
"2205","FBgn0034629","Acox57D-d"
"2206","FBgn0034638","CG10433"
"2207","FBgn0034639","CG15673"
"2208","FBgn0034641","mahj"
"2209","FBgn0034644","CG10082"
"2210","FBgn0034645","ND-B12"
"2211","FBgn0034647","pirk"
"2212","FBgn0034649","PIG-M"
"2213","FBgn0034654","eIF3k"
"2214","FBgn0034655","CG10307"
"2215","FBgn0034688","CG11474"
"2216","FBgn0034689","CG2921"
"2217","FBgn0034693","CG11073"
"2218","FBgn0034694","Plekhm1"
"2219","FBgn0034697","GM130"
"2220","FBgn0034705","CG11170"
"2221","FBgn0034708","Vps35"
"2222","FBgn0034709","Swim"
"2223","FBgn0034715","Oatp58Db"
"2224","FBgn0034716","Oatp58Dc"
"2225","FBgn0034717","CG5819"
"2226","FBgn0034718","wdp"
"2227","FBgn0034723","CG13506"
"2228","FBgn0034724","babos"
"2229","FBgn0034726","Mes4"
"2230","FBgn0034727","mRpS29"
"2231","FBgn0034733","CG4752"
"2232","FBgn0034735","CG4610"
"2233","FBgn0034741","CG4269"
"2234","FBgn0034743","RpS16"
"2235","FBgn0034744","Vps20"
"2236","FBgn0034748","CG17807"
"2237","FBgn0034758","CG13510"
"2238","FBgn0034761","CG4250"
"2239","FBgn0034786","CG13531"
"2240","FBgn0034791","EMC8-9"
"2241","FBgn0034793","asrij"
"2242","FBgn0034796","CG3700"
"2243","FBgn0034797","nahoda"
"2244","FBgn0034802","CNBP"
"2245","FBgn0034803","CG9849"
"2246","FBgn0034804","CG3831"
"2247","FBgn0034808","CG9896"
"2248","FBgn0034814","CG9890"
"2249","FBgn0034817","Art7"
"2250","FBgn0034849","CG3500"
"2251","FBgn0034861","CG9815"
"2252","FBgn0034877","levy"
"2253","FBgn0034879","Rrp4"
"2254","FBgn0034883","Eglp2"
"2255","FBgn0034885","Eglp4"
"2256","FBgn0034887","St1"
"2257","FBgn0034893","mRpL43"
"2258","FBgn0034894","sigmar"
"2259","FBgn0034897","Sesn"
"2260","FBgn0034902","CG5532"
"2261","FBgn0034908","CG5543"
"2262","FBgn0034909","CG4797"
"2263","FBgn0034913","Snap29"
"2264","FBgn0034920","CG5597"
"2265","FBgn0034921","DCP1"
"2266","FBgn0034923","Upf3"
"2267","FBgn0034933","CG3735"
"2268","FBgn0034936","Stoml2"
"2269","FBgn0034938","CG3803"
"2270","FBgn0034939","thoc5"
"2271","FBgn0034945","CG10904"
"2272","FBgn0034951","CG3860"
"2273","FBgn0034959","Xxylt"
"2274","FBgn0034963","Not11"
"2275","FBgn0034971","Gpat4"
"2276","FBgn0034985","CG3328"
"2277","FBgn0034988","cN-IIIB"
"2278","FBgn0034989","CG3356"
"2279","FBgn0034997","CG3376"
"2280","FBgn0035020","CG13585"
"2281","FBgn0035023","ITP"
"2282","FBgn0035028","Start1"
"2283","FBgn0035039","Adck1"
"2284","FBgn0035044","CG3663"
"2285","FBgn0035046","ND-19"
"2286","FBgn0035049","Mmp1"
"2287","FBgn0035059","CG3894"
"2288","FBgn0035063","CG3594"
"2289","FBgn0035064","TyrRS-m"
"2290","FBgn0035065","CG3589"
"2291","FBgn0035076","Ance-5"
"2292","FBgn0035082","CG2811"
"2293","FBgn0035083","Tina-1"
"2294","FBgn0035087","CG2765"
"2295","FBgn0035088","CG3776"
"2296","FBgn0035089","Phk-3"
"2297","FBgn0035090","CG2736"
"2298","FBgn0035091","CG3829"
"2299","FBgn0035099","CG6845"
"2300","FBgn0035101","p130CAS"
"2301","FBgn0035103","Vdup1"
"2302","FBgn0035107","mri"
"2303","FBgn0035109","CG13876"
"2304","FBgn0035110","thoc7"
"2305","FBgn0035112","CG13877"
"2306","FBgn0035120","wac"
"2307","FBgn0035132","mthl10"
"2308","FBgn0035140","BORCS6"
"2309","FBgn0035146","CG13893"
"2310","FBgn0035147","Gale"
"2311","FBgn0035149","MED30"
"2312","FBgn0035152","CG3386"
"2313","FBgn0035153","ebd1"
"2314","FBgn0035155","RabX6"
"2315","FBgn0035158","CG13895"
"2316","FBgn0035164","CG13901"
"2317","FBgn0035165","CG13887"
"2318","FBgn0035166","JMJD5"
"2319","FBgn0035176","CG13905"
"2320","FBgn0035181","CG9205"
"2321","FBgn0035186","CG13912"
"2322","FBgn0035189","CG9119"
"2323","FBgn0035203","CG9149"
"2324","FBgn0035204","CG2277"
"2325","FBgn0035205","Ctr9"
"2326","FBgn0035206","sturkopf"
"2327","FBgn0035207","Herc4"
"2328","FBgn0035211","CG2211"
"2329","FBgn0035213","CG2199"
"2330","FBgn0035227","Iml1"
"2331","FBgn0035228","CG12091"
"2332","FBgn0035232","CG12099"
"2333","FBgn0035233","Pex10"
"2334","FBgn0035236","CG12004"
"2335","FBgn0035238","CG12104"
"2336","FBgn0035244","ABCB7"
"2337","FBgn0035247","metl"
"2338","FBgn0035248","CG13919"
"2339","FBgn0035249","CG17249"
"2340","FBgn0035252","CG7970"
"2341","FBgn0035254","CG7974"
"2342","FBgn0035266","Gk2"
"2343","FBgn0035268","CG8001"
"2344","FBgn0035270","CG13933"
"2345","FBgn0035272","mRpL46"
"2346","FBgn0035280","Cpr62Bb"
"2347","FBgn0035287","CG13937"
"2348","FBgn0035293","CG5687"
"2349","FBgn0035298","SCOT"
"2350","FBgn0035321","CG1275"
"2351","FBgn0035323","CG13807"
"2352","FBgn0035333","CG1317"
"2353","FBgn0035334","CG8993"
"2354","FBgn0035335","mRpL23"
"2355","FBgn0035336","CG9004"
"2356","FBgn0035337","CG15877"
