"","geneid","gene_name"
"3892","FBgn0066114","GlcAT-I"
"3893","FBgn0067629","CG33332"
"3894","FBgn0067779","dbr"
"3895","FBgn0067783","DPCoAC"
"3896","FBgn0067903","IM18"
"3897","FBgn0067905","IM14"
"3898","FBgn0069242","eca"
"3899","FBgn0069923","CG41128"
"3900","FBgn0069973","CG40485"
"3901","FBgn0082582","tmod"
"3902","FBgn0083124","Uhg4"
"3903","FBgn0083167","Neb-cGP"
"3904","FBgn0083953","CG34117"
"3905","FBgn0083956","CG34120"
"3906","FBgn0083961","CG34125"
"3907","FBgn0083967","Muted"
"3908","FBgn0083968","CG34132"
"3909","FBgn0083970","CG34134"
"3910","FBgn0083972","CG34136"
"3911","FBgn0083976","CG34140"
"3912","FBgn0083984","CG34148"
"3913","FBgn0083986","CG34150"
"3914","FBgn0083992","Mkp"
"3915","FBgn0085188","CG34159"
"3916","FBgn0085192","CG34163"
"3917","FBgn0085195","CG34166"
"3918","FBgn0085209","CG34180"
"3919","FBgn0085212","CG34183"
"3920","FBgn0085229","CG34200"
"3921","FBgn0085241","CG34212"
"3922","FBgn0085242","CG34213"
"3923","FBgn0085244","CG34215"
"3924","FBgn0085256","CG34227"
"3925","FBgn0085257","CG34228"
"3926","FBgn0085271","CG34242"
"3927","FBgn0085273","CG34244"
"3928","FBgn0085279","CG34250"
"3929","FBgn0085282","CG34253"
"3930","FBgn0085284","Blos3"
"3931","FBgn0085313","CG34284"
"3932","FBgn0085320","CG34291"
"3933","FBgn0085322","CG34293"
"3934","FBgn0085339","CG34310"
"3935","FBgn0085346","Rpp14a"
"3936","FBgn0085354","CG34325"
"3937","FBgn0085356","CG34327"
"3938","FBgn0085359","CG34330"
"3939","FBgn0085360","CG34331"
"3940","FBgn0085370","Pde11"
"3941","FBgn0085377","CG34348"
"3942","FBgn0085405","CG34376"
"3943","FBgn0085423","GramD1B"
"3944","FBgn0085425","CG34396"
"3945","FBgn0085427","CG34398"
"3946","FBgn0085432","pan"
"3947","FBgn0085437","CG34408"
"3948","FBgn0085446","CG34417"
"3949","FBgn0085452","CG34423"
"3950","FBgn0085453","Mthfs"
"3951","FBgn0085455","CG34426"
"3952","FBgn0085468","ND-MWFE"
"3953","FBgn0085483","CG34454"
"3954","FBgn0085484","Pdxk"
"3955","FBgn0085638","CG41378"
"3956","FBgn0085732","CR40190"
"3957","FBgn0085736","CG40472"
"3958","FBgn0085810","CR41597"
"3959","FBgn0086130","Dbp21E2"
"3960","FBgn0086134","Prosalpha2"
"3961","FBgn0086254","Akr1B"
"3962","FBgn0086347","Myo31DF"
"3963","FBgn0086355","Tpi"
"3964","FBgn0086359","Invadolysin"
"3965","FBgn0086361","alph"
"3966","FBgn0086362","spn-F"
"3967","FBgn0086365","Orct2"
"3968","FBgn0086367","t"
"3969","FBgn0086371","poly"
"3970","FBgn0086372","lap"
"3971","FBgn0086378","Alg-2"
"3972","FBgn0086446","DCTN6-p27"
"3973","FBgn0086447","l(2)37Cg"
"3974","FBgn0086450","su(r)"
"3975","FBgn0086451","l(2)k09022"
"3976","FBgn0086472","RpS25"
"3977","FBgn0086558","Ubi-p5E"
"3978","FBgn0086605","CG9853"
"3979","FBgn0086676","spin"
"3980","FBgn0086679","p"
"3981","FBgn0086680","vvl"
"3982","FBgn0086687","Desat1"
"3983","FBgn0086690","Plp"
"3984","FBgn0086691","UK114"
"3985","FBgn0086706","pix"
"3986","FBgn0086708","stv"
"3987","FBgn0086710","RpL30"
"3988","FBgn0086712","Egm"
"3989","FBgn0086768","Pcmt"
"3990","FBgn0086784","stmA"
"3991","FBgn0086785","Vps36"
"3992","FBgn0086856","CG11555"
"3993","FBgn0086904","Nacalpha"
"3994","FBgn0086906","sls"
"3995","FBgn0086909","CG31751"
"3996","FBgn0086912","mbm"
"3997","FBgn0087007","bbg"
"3998","FBgn0087011","CG41520"
"3999","FBgn0087013","Karybeta3"
"4000","FBgn0087035","AGO2"
"4001","FBgn0087039","Sbp2"
"4002","FBgn0243512","puc"
"4003","FBgn0243514","eater"
"4004","FBgn0250732","gfzf"
"4005","FBgn0250746","Prosbeta7"
"4006","FBgn0250753","kra"
"4007","FBgn0250757","CG42235"
"4008","FBgn0250785","vari"
"4009","FBgn0250788","beta-Spec"
"4010","FBgn0250814","UQCR-C2"
"4011","FBgn0250819","CG33521"
"4012","FBgn0250820","meigo"
"4013","FBgn0250830","CG12547"
"4014","FBgn0250838","roh"
"4015","FBgn0250839","CG2016"
"4016","FBgn0250843","Prosalpha6"
"4017","FBgn0250851","CG33981"
"4018","FBgn0250868","CG42239"
"4019","FBgn0250869","CG42240"
"4020","FBgn0250871","pot"
"4021","FBgn0250903","lmgA"
"4022","FBgn0250906","Pgk"
"4023","FBgn0259111","Ndae1"
"4024","FBgn0259140","CG42255"
"4025","FBgn0259143","CG42258"
"4026","FBgn0259152","Clbn"
"4027","FBgn0259163","CG42268"
"4028","FBgn0259170","alpha-Man-Ia"
"4029","FBgn0259175","ome"
"4030","FBgn0259176","bun"
"4031","FBgn0259201","CG42305"
"4032","FBgn0259202","CG42306"
"4033","FBgn0259203","CG42307"
"4034","FBgn0259204","CG42308"
"4035","FBgn0259209","Mlp60A"
"4036","FBgn0259211","grh"
"4037","FBgn0259214","PMCA"
"4038","FBgn0259219","CG42319"
"4039","FBgn0259221","ATP8A"
"4040","FBgn0259224","CG42324"
"4041","FBgn0259227","CG42327"
"4042","FBgn0259482","Mob3"
"4043","FBgn0259678","sqa"
"4044","FBgn0259680","Pkcdelta"
"4045","FBgn0259685","crb"
"4046","FBgn0259700","CG42354"
"4047","FBgn0259704","Nsun5"
"4048","FBgn0259705","CG42359"
"4049","FBgn0259711","CG42365"
"4050","FBgn0259715","CG42369"
"4051","FBgn0259716","Nepl6"
"4052","FBgn0259717","CG42371"
"4053","FBgn0259721","CG42375"
"4054","FBgn0259722","CG42376"
"4055","FBgn0259725","CG42379"
"4056","FBgn0259726","CG42380"
"4057","FBgn0259727","CG42381"
"4058","FBgn0259728","CG42382"
"4059","FBgn0259734","Nost"
"4060","FBgn0259736","CG42390"
"4061","FBgn0259740","CG42394"
"4062","FBgn0259742","CG42360"
"4063","FBgn0259785","pzg"
"4064","FBgn0259832","CG34229"
"4065","FBgn0259896","NimC1"
"4066","FBgn0259916","CG42445"
"4067","FBgn0259923","Sep4"
"4068","FBgn0259932","CG42455"
"4069","FBgn0259933","CG42456"
"4070","FBgn0259937","Nop60B"
"4071","FBgn0259938","cwo"
"4072","FBgn0259979","Cndp2"
"4073","FBgn0259985","Mppe"
"4074","FBgn0259989","CG42486"
"4075","FBgn0259991","CG42488"
"4076","FBgn0259993","lncRNA:CR42491"
"4077","FBgn0260003","Dys"
"4078","FBgn0260004","Snmp1"
"4079","FBgn0260008","UQCR-11"
"4080","FBgn0260222","CG42496"
"4081","FBgn0260223","CG42497"
"4082","FBgn0260224","CG42498"
"4083","FBgn0260228","CG42502"
"4084","FBgn0260229","Mocs2A"
"4085","FBgn0260388","CG42514"
"4086","FBgn0260392","CG42518"
"4087","FBgn0260398","Pbp49"
"4088","FBgn0260401","MED9"
"4089","FBgn0260442","rhea"
"4090","FBgn0260444","Not10"
"4091","FBgn0260450","CalpC"
"4092","FBgn0260456","CG4806"
"4093","FBgn0260462","CG12163"
"4094","FBgn0260464","CG9288"
"4095","FBgn0260474","CG30002"
"4096","FBgn0260486","Ziz"
"4097","FBgn0260632","dl"
"4098","FBgn0260635","Diap1"
"4099","FBgn0260639","gammaTub23C"
"4100","FBgn0260648","Rrp40"
"4101","FBgn0260653","serp"
"4102","FBgn0260655","l(3)76BDm"
"4103","FBgn0260659","CG42542"
"4104","FBgn0260660","Mp"
"4105","FBgn0260722","lncRNA:CR42549"
"4106","FBgn0260742","CG12213"
"4107","FBgn0260743","GC1"
"4108","FBgn0260744","Tango9"
"4109","FBgn0260745","mfas"
"4110","FBgn0260746","Ect3"
"4111","FBgn0260747","Chchd2"
"4112","FBgn0260748","CG5004"
"4113","FBgn0260750","Mulk"
"4114","FBgn0260753","Pdfr"
"4115","FBgn0260755","CG42553"
"4116","FBgn0260756","CG42554"
"4117","FBgn0260759","CG42557"
"4118","FBgn0260760","CG42558"
"4119","FBgn0260767","CG42565"
"4120","FBgn0260775","DnaJ-60"
"4121","FBgn0260795","NaPi-III"
"4122","FBgn0260857","Bet1"
"4123","FBgn0260859","Bet3"
"4124","FBgn0260860","Bet5"
"4125","FBgn0260861","Trs23"
"4126","FBgn0260862","Vti1a"
"4127","FBgn0260866","dnr1"
"4128","FBgn0260874","Ir76a"
"4129","FBgn0260935","Vps15"
"4130","FBgn0260936","scny"
"4131","FBgn0260940","lsn"
"4132","FBgn0260941","app"
"4133","FBgn0260942","bond"
"4134","FBgn0260945","Atg1"
"4135","FBgn0260960","Baldspot"
"4136","FBgn0260962","pic"
"4137","FBgn0260964","Vmat"
"4138","FBgn0260972","alc"
"4139","FBgn0260985","RfC4"
"4140","FBgn0260987","vtd"
"4141","FBgn0261015","Pif1A"
"4142","FBgn0261020","wol"
"4143","FBgn0261049","Vps45"
"4144","FBgn0261067","LSm1"
"4145","FBgn0261068","LSm7"
"4146","FBgn0261108","Atg13"
"4147","FBgn0261109","mrn"
"4148","FBgn0261112","APP-BP1"
"4149","FBgn0261113","Xrp1"
"4150","FBgn0261243","Psa"
"4151","FBgn0261244","inaE"
"4152","FBgn0261258","rgn"
"4153","FBgn0261260","mgl"
"4154","FBgn0261261","plx"
"4155","FBgn0261274","Ero1L"
"4156","FBgn0261276","Opa1"
"4157","FBgn0261277","rtv"
"4158","FBgn0261283","SREBP"
"4159","FBgn0261284","bou"
"4160","FBgn0261285","Ppcs"
"4161","FBgn0261286","Mat89Ba"
"4162","FBgn0261341","verm"
"4163","FBgn0261353","Ccdc56"
"4164","FBgn0261361","CG42638"
"4165","FBgn0261373","CG33228"
"4166","FBgn0261380","mRpL37"
"4167","FBgn0261381","mtTFB1"
"4168","FBgn0261393","alpha-Est5"
"4169","FBgn0261394","Prosalpha3"
"4170","FBgn0261396","Rpn3"
"4171","FBgn0261403","sxc"
"4172","FBgn0261436","DhpD"
"4173","FBgn0261437","CSN8"
"4174","FBgn0261446","CG13377"
"4175","FBgn0261456","hpo"
"4176","FBgn0261458","capt"
"4177","FBgn0261477","slim"
"4178","FBgn0261508","CG42656"
"4179","FBgn0261534","l(2)34Fc"
"4180","FBgn0261535","l(2)34Fd"
"4181","FBgn0261538","CG42662"
"4182","FBgn0261545","CG42663"
"4183","FBgn0261549","rdgA"
"4184","FBgn0261550","CG42668"
"4185","FBgn0261552","ps"
"4186","FBgn0261553","CG42671"
"4187","FBgn0261554","CG42672"
"4188","FBgn0261555","CG42673"
"4189","FBgn0261560","Thor"
"4190","FBgn0261561","CG42675"
"4191","FBgn0261562","CG42676"
"4192","FBgn0261563","wb"
"4193","FBgn0261564","ReepA"
"4194","FBgn0261565","Lmpt"
"4195","FBgn0261573","CoRest"
"4196","FBgn0261575","tobi"
"4197","FBgn0261592","RpS6"
"4198","FBgn0261596","RpS24"
"4199","FBgn0261597","RpS26"
"4200","FBgn0261599","RpS29"
"4201","FBgn0261602","RpL8"
"4202","FBgn0261608","RpL37A"
"4203","FBgn0261625","GLS"
"4204","FBgn0261628","CG42711"
"4205","FBgn0261648","salm"
"4206","FBgn0261673","nemy"
"4207","FBgn0261674","CG42709"
"4208","FBgn0261788","Ank2"
"4209","FBgn0261794","kcc"
"4210","FBgn0261800","LanB1"
"4211","FBgn0261802","CG42748"
"4212","FBgn0261808","cu"
"4213","FBgn0261822","Bsg"
"4214","FBgn0261836","Msp300"
"4215","FBgn0261859","CG42788"
"4216","FBgn0261862","whd"
"4217","FBgn0261872","scaf6"
"4218","FBgn0261873","sdt"
"4219","FBgn0261881","l(2)35Be"
"4220","FBgn0261938","mtRNApol"
"4221","FBgn0261955","kdn"
"4222","FBgn0261975","CG42806"
"4223","FBgn0261989","CG42807"
"4224","FBgn0261990","CG42808"
"4225","FBgn0261995","CG42813"
"4226","FBgn0262003","CG42821"
"4227","FBgn0262022","CG42833"
"4228","FBgn0262026","CG42837"
"4229","FBgn0262031","CR42842"
"4230","FBgn0262057","Spn77Ba"
"4231","FBgn0262081","Csk"
"4232","FBgn0262103","Sik3"
"4233","FBgn0262109","lncRNA:CR42862"
"4234","FBgn0262115","CG17683"
"4235","FBgn0262116","RNASEK"
"4236","FBgn0262124","uex"
"4237","FBgn0262141","CG42867"
"4238","FBgn0262142","lncRNA:CR42868"
"4239","FBgn0262146","MtnE"
"4240","FBgn0262160","CG9932"
"4241","FBgn0262353","CG43051"
"4242","FBgn0262366","CG43064"
"4243","FBgn0262467","Scox"
"4244","FBgn0262475","bru2"
"4245","FBgn0262476","CG43066"
"4246","FBgn0262481","CG43071"
"4247","FBgn0262484","CG43074"
"4248","FBgn0262508","CG43078"
"4249","FBgn0262509","nrm"
"4250","FBgn0262511","Vha44"
"4251","FBgn0262512","Vha14-1"
"4252","FBgn0262515","VhaAC45"
"4253","FBgn0262516","Trpml"
"4254","FBgn0262517","Ltn1"
"4255","FBgn0262531","CG43085"
"4256","FBgn0262537","CG43091"
"4257","FBgn0262538","CG43092"
"4258","FBgn0262539","CG43093"
"4259","FBgn0262559","Mdh2"
"4260","FBgn0262560","wcd"
"4261","FBgn0262563","CG43103"
"4262","FBgn0262574","CG43114"
"4263","FBgn0262579","Sarm"
"4264","FBgn0262607","CG43133"
"4265","FBgn0262608","CG43134"
"4266","FBgn0262617","Nuak1"
"4267","FBgn0262620","lncRNA:CR43144"
"4268","FBgn0262631","lncRNA:CR43148"
"4269","FBgn0262647","Nup160"
"4270","FBgn0262656","Myc"
"4271","FBgn0262731","CG33941"
"4272","FBgn0262734","eIF4H1"
"4273","FBgn0262782","Mdh1"
"4274","FBgn0262825","lncRNA:CR43196"
"4275","FBgn0262838","BomT1"
"4276","FBgn0262871","lute"
"4277","FBgn0262881","CG43236"
"4278","FBgn0262886","lncRNA:CR43241"
"4279","FBgn0262945","lncRNA:CR43264"
"4280","FBgn0262952","mt:ND4"
"4281","FBgn0262954","Rpb12"
"4282","FBgn0262955","RpII140"
"4283","FBgn0262962","CG43273"
"4284","FBgn0262975","cnc"
"4285","FBgn0262976","lawc"
"4286","FBgn0263006","SERCA"
"4287","FBgn0263031","CG43326"
"4288","FBgn0263051","CG43346"
"4289","FBgn0263083","CG43351"
"4290","FBgn0263093","CR43361"
"4291","FBgn0263106","DnaJ-1"
"4292","FBgn0263112","Mitf"
"4293","FBgn0263120","Acsl"
"4294","FBgn0263121","Prosalpha1"
"4295","FBgn0263133","mEFG1"
"4296","FBgn0263199","Galk"
"4297","FBgn0263200","Galt"
"4298","FBgn0263231","bel"
"4299","FBgn0263236","SP1029"
"4300","FBgn0263241","Mocs1"
"4301","FBgn0263251","vnc"
"4302","FBgn0263256","CG43394"
"4303","FBgn0263258","chas"
"4304","FBgn0263260","sel"
"4305","FBgn0263278","Fic"
"4306","FBgn0263316","Mrp4"
"4307","FBgn0263321","CG43402"
"4308","FBgn0263330","lncRNA:CR43411"
"4309","FBgn0263336","lncRNA:CR43417"
"4310","FBgn0263346","smash"
"4311","FBgn0263390","Nha2"
"4312","FBgn0263397","Ih"
"4313","FBgn0263398","Uck"
"4314","FBgn0263402","CG43448"
"4315","FBgn0263415","lncRNA:CR43461"
"4316","FBgn0263494","CR43483"
"4317","FBgn0263510","nclb"
"4318","FBgn0263593","Lpin"
"4319","FBgn0263594","lost"
"4320","FBgn0263599","l(3)72Ab"
"4321","FBgn0263605","l(3)72Dn"
"4322","FBgn0263607","l(3)72Dp"
"4323","FBgn0263621","CG43630"
"4324","FBgn0263706","CG43658"
"4325","FBgn0263738","Ada2a"
"4326","FBgn0263766","asRNA:CR43683"
"4327","FBgn0263773","fok"
"4328","FBgn0263776","CG43693"
"4329","FBgn0263782","Hmgcr"
"4330","FBgn0263830","CG40486"
"4331","FBgn0263863","mRpL45"
"4332","FBgn0263873","sick"
"4333","FBgn0263911","COX8"
"4334","FBgn0263916","Ent2"
"4335","FBgn0263930","dally"
"4336","FBgn0263968","nonC"
"4337","FBgn0263977","Tim17b"
"4338","FBgn0264002","MsR2"
"4339","FBgn0264078","Flo2"
"4340","FBgn0264089","sli"
"4341","FBgn0264291","Det"
"4342","FBgn0264294","Cyt-b5"
"4343","FBgn0264324","spg"
"4344","FBgn0264325","Atg6"
"4345","FBgn0264489","CG43897"
"4346","FBgn0264490","Eip93F"
"4347","FBgn0264491","how"
"4348","FBgn0264492","CkIIalpha"
"4349","FBgn0264494","CG17646"
"4350","FBgn0264541","CG43920"
"4351","FBgn0264556","Gr39a"
"4352","FBgn0264574","Glut1"
"4353","FBgn0264607","CaMKII"
"4354","FBgn0264672","Eogt"
"4355","FBgn0264691","Lst8"
"4356","FBgn0264695","Mhc"
"4357","FBgn0264727","lncRNA:CR43995"
"4358","FBgn0264742","CG44000"
"4359","FBgn0264743","CG44001"
"4360","FBgn0264750","CG44008"
"4361","FBgn0264751","Vti1b"
"4362","FBgn0264776","CG44014"
"4363","FBgn0264823","asRNA:CR44031"
"4364","FBgn0264827","asRNA:CR44035"
"4365","FBgn0264894","CG44085"
"4366","FBgn0264895","RapGAP1"
"4367","FBgn0264904","asRNA:CR44095"
"4368","FBgn0264962","Pcf11"
"4369","FBgn0264975","Nrg"
"4370","FBgn0264978","Slh"
"4371","FBgn0264979","CG4267"
"4372","FBgn0264982","lncRNA:CR44133"
"4373","FBgn0264983","asRNA:CR44134"
"4374","FBgn0264989","CG44140"
"4375","FBgn0264990","CG44141"
"4376","FBgn0265003","koi"
"4377","FBgn0265042","Irk1"
"4378","FBgn0265045","Strn-Mlck"
"4379","FBgn0265048","cv-d"
"4380","FBgn0265052","St3"
"4381","FBgn0265068","asRNA:CR44179"
"4382","FBgn0265083","CG44194"
"4383","FBgn0265101","Sgt1"
"4384","FBgn0265137","Spn42Da"
"4385","FBgn0265177","CG44242"
"4386","FBgn0265178","CG44243"
"4387","FBgn0265180","CG44245"
"4388","FBgn0265189","sud1"
"4389","FBgn0265190","PIG-S"
"4390","FBgn0265191","Gyg"
"4391","FBgn0265192","Snp"
"4392","FBgn0265194","Trpm"
"4393","FBgn0265262","Vha68-1"
"4394","FBgn0265274","Inx3"
"4395","FBgn0265276","l(3)neo38"
"4396","FBgn0265298","SC35"
"4397","FBgn0265313","CG44286"
"4398","FBgn0265343","asRNA:CR44297"
"4399","FBgn0265344","lncRNA:CR44298"
"4400","FBgn0265351","nac"
"4401","FBgn0265356","tn"
"4402","FBgn0265365","lncRNA:CR44306"
"4403","FBgn0265413","CG44325"
"4404","FBgn0265464","Traf6"
"4405","FBgn0265512","mlt"
"4406","FBgn0265575","yin"
"4407","FBgn0265577","IBIN"
"4408","FBgn0265590","lncRNA:CR44417"
"4409","FBgn0265605","Ric"
"4410","FBgn0265613","asRNA:CR44431"
"4411","FBgn0265705","asRNA:CR44512"
"4412","FBgn0265855","lncRNA:CR44644"
"4413","FBgn0265856","lncRNA:CR44645"
"4414","FBgn0265935","coro"
"4415","FBgn0265974","ttv"
"4416","FBgn0265988","mv"
"4417","FBgn0265991","Zasp52"
"4418","FBgn0265998","Doa"
"4419","FBgn0266000","CG44774"
"4420","FBgn0266064","GlyS"
"4421","FBgn0266084","Fhos"
"4422","FBgn0266124","ghi"
"4423","FBgn0266136","Gyc76C"
"4424","FBgn0266186","Vamp7"
"4425","FBgn0266268","FeCH"
"4426","FBgn0266284","Ns3"
"4427","FBgn0266321","lncRNA:CR44986"
"4428","FBgn0266322","asRNA:CR44987"
"4429","FBgn0266369","Mtp"
"4430","FBgn0266376","lncRNA:CR45018"
"4431","FBgn0266377","Pde8"
"4432","FBgn0266405","CG45045"
"4433","FBgn0266411","sima"
"4434","FBgn0266413","asRNA:CR45053"
"4435","FBgn0266417","ringer"
"4436","FBgn0266421","RPA3"
"4437","FBgn0266446","CG45076"
"4438","FBgn0266449","Kr-h2"
"4439","FBgn0266450","Kr-h1"
"4440","FBgn0266451","fau"
"4441","FBgn0266452","CTPsyn"
"4442","FBgn0266455","CG45080"
"4443","FBgn0266464","Nsf2"
"4444","FBgn0266488","CG45087"
"4445","FBgn0266490","CG45089"
"4446","FBgn0266491","SclA"
"4447","FBgn0266492","SclB"
"4448","FBgn0266518","Dpit47"
"4449","FBgn0266521","stai"
"4450","FBgn0266525","CG45092"
"4451","FBgn0266549","lncRNA:CR45102"
"4452","FBgn0266579","tau"
"4453","FBgn0266580","Gp210"
"4454","FBgn0266581","pit"
"4455","FBgn0266582","ND-30"
"4456","FBgn0266599","Hsc70-4"
"4457","FBgn0266618","lncRNA:CR45125"
"4458","FBgn0266666","Sem1"
"4459","FBgn0266667","Exo70"
"4460","FBgn0266668","Exo84"
"4461","FBgn0266670","Sec5"
"4462","FBgn0266672","Sec8"
"4463","FBgn0266673","Sec10"
"4464","FBgn0266694","lncRNA:CR45184"
"4465","FBgn0266707","lncRNA:CR45197"
"4466","FBgn0266722","Trs33"
"4467","FBgn0266723","Trs31"
"4468","FBgn0266724","Trs20"
"4469","FBgn0266756","btsz"
"4470","FBgn0266758","Esyt2"
"4471","FBgn0266786","lncRNA:CR45251"
"4472","FBgn0266918","CG32486"
"4473","FBgn0266945","asRNA:CR45396"
"4474","FBgn0267002","unc-104"
"4475","FBgn0267160","asRNA:CR45600"
"4476","FBgn0267161","asRNA:CR45601"
"4477","FBgn0267330","KdelR"
"4478","FBgn0267336","Glut4EF"
"4479","FBgn0267339","p38c"
"4480","FBgn0267348","LanB2"
"4481","FBgn0267350","Pi4KIIIalpha"
"4482","FBgn0267365","l(2)SH0834"
"4483","FBgn0267376","SelR"
"4484","FBgn0267384","Ubc7"
"4485","FBgn0267385","PyK"
"4486","FBgn0267398","Yeti"
"4487","FBgn0267408","AOX1"
"4488","FBgn0267472","asRNA:CR45822"
"4489","FBgn0267485","asRNA:CR45835"
"4490","FBgn0267498","18SrRNA:CR45838"
"4491","FBgn0267504","28SrRNA:CR45844"
"4492","FBgn0267505","pre-rRNA:CR45845"
"4493","FBgn0267511","28SrRNA-Psi:CR45851"
"4494","FBgn0267534","asRNA:CR45874"
"4495","FBgn0267588","asRNA:CR45926"
"4496","FBgn0267617","asRNA:CR45955"
"4497","FBgn0267762","asRNA:CR46093"
"4498","FBgn0267790","rump"
"4499","FBgn0267791","HnRNP-K"
"4500","FBgn0267792","rgr"
"4501","FBgn0267804","asRNA:CR46129"
"4502","FBgn0267823","Gmer"
"4503","FBgn0267824","PRAS40"
"4504","FBgn0267828","Fatp1"
"4505","FBgn0267849","Syx7"
"4506","FBgn0267861","Maf1"
"4507","FBgn0267910","lncRNA:CR34335"
"4508","FBgn0267913","lncRNA:CR46194"
"4509","FBgn0267914","asRNA:CR46195"
"4510","FBgn0267972","Der-1"
"4511","FBgn0267978","ap"
"4512","FBgn0267995","asRNA:CR46262"
"4513","FBgn0268063","ltl"
"4514","FBgn0270926","AsnS"
"4515","FBgn0270927","betaGlu"
"4516","FBgn0275436","PheRS-m"
"4517","FBgn0278608","Dsp1"
"4518","FBgn0283427","FASN1"
"4519","FBgn0283437","PPO1"
"4520","FBgn0283450","Glo1"
"4521","FBgn0283461","Drs"
"4522","FBgn0283467","Pol32"
"4523","FBgn0283469","Vps4"
"4524","FBgn0283471","wupA"
"4525","FBgn0283472","S6k"
"4526","FBgn0283477","SF2"
"4527","FBgn0283478","und"
"4528","FBgn0283480","Alp2"
"4529","FBgn0283494","Adk2"
"4530","FBgn0283509","Phm"
"4531","FBgn0283510","Pal1"
"4532","FBgn0283525","l(2)10685"
"4533","FBgn0283535","Vha26"
"4534","FBgn0283536","Vha13"
"4535","FBgn0283649","elgi"
"4536","FBgn0283652","Rpp30"
"4537","FBgn0283658","muc"
"4538","FBgn0283659","THG"
"4539","FBgn0283680","IP3K2"
"4540","FBgn0283741","prage"
"4541","FBgn0284221","Sema5c"
"4542","FBgn0284225","CG46309"
"4543","FBgn0284227","CG46311"
"4544","FBgn0284230","CG46314"
"4545","FBgn0284233","CG46317"
"4546","FBgn0284246","l(2)k09848"
"4547","FBgn0284248","Cyt-c-p"
"4548","FBgn0284249","Adf1"
"4549","FBgn0284251","l(2)05287"
"4550","FBgn0284252","Letm1"
"4551","FBgn0284254","Impbeta11"
"4552","FBgn0284255","Arpc4"
"4553","FBgn0284257","Ttd14"
"4554","FBgn0284408","trol"
"4555","FBgn0284421","Psn"
"4556","FBgn0284436","CCT8"
"4557","FBgn0285892","tea"
"4558","FBgn0285910","VhaAC39-1"
"4559","FBgn0285911","Vps16A"
"4560","FBgn0285925","Fas1"
"4561","FBgn0285937","Rab1"
"4562","FBgn0285947","RpS10b"
"4563","FBgn0285948","RpL27A"
"4564","FBgn0285949","RpL31"
"4565","FBgn0285950","RpL19"
"4566","FBgn0285951","mRpS34"
"4567","FBgn0285954","caz"
"4568","FBgn0285955","cv-c"
"4569","FBgn0285958","Fuca"
"4570","FBgn0285962","CG46338"
"4571","FBgn0285963","CG46339"
"4572","FBgn0285970","CG32500"
"4573","FBgn0285971","prg"
"4574","FBgn0285991","hpRNA:CR18854"
"4575","FBgn0286035","sisRNA:CR46357"
"4576","FBgn0286051","Rexo5"
"4577","FBgn0286071","AdamTS-A"
"4578","FBgn0286198","LKRSDH"
"4579","FBgn0286203","stw"
"4580","FBgn0286213","RpS12"
"4581","FBgn0286222","Fum1"
"4582","FBgn0286506","Mpi"
"4583","FBgn0286508","Had1"
"4584","FBgn0286516","aqz"
"4585","FBgn0286781","cass"
"4586","FBgn0286783","Etf-QO"
"4587","FBgn0286784","TER94"
"4588","FBgn0286818","Pdi"
"4589","FBgn0286828","dind"
"4590","FBgn0286929","CG46426"
"4591","FBgn0286932","CG46429"
"4592","FBgn0287182","l(3)80Fj"
"4593","FBgn0287184","FASN3"
"4594","FBgn0287187","mRpS5"
"4595","FBgn0287204","Cog8"
"4596","FBgn0287209","Gfat1"
"4597","FBgn0287225","bor"
"4598","FBgn0287234","slf"
"4599","FBgn0287423","Nplp2"
"4600","FBgn0287454","Pa1"
"4601","FBgn0287585","l(3)77CDf"
"4602","FBgn0287586","CG46456"
"4603","FBgn0287589","CG46459"
"4604","FBgn0287590","CG46460"
"4605","FBgn0287597","CG46466"
"4606","FBgn0287610","asRNA:CR46479"
"4607","FBgn0287619","lncRNA:CR46488"
"4608","FBti0018951","FBti0018951"
"4609","FBti0019165","FBti0019165"
"4610","FBti0019183","FBti0019183"
"4611","FBti0019430","FBti0019430"
"4612","FBti0019444","FBti0019444"
"4613","FBti0019469","FBti0019469"
"4614","FBti0019554","FBti0019554"
"4615","FBti0020083","FBti0020083"
"4616","FBti0020325","FBti0020325"
"4617","FBti0020417","FBti0020417"
"4618","FBti0060148","FBti0060148"
"4619","FBti0060500","FBti0060500"
"4620","FBti0061446","FBti0061446"
"4621","FBti0062015","FBti0062015"
"4622","FBti0062252","FBti0062252"
"4623","FBti0062905","FBti0062905"
"4624","FBti0063624","FBti0063624"
"4625","FBti0063975","FBti0063975"
"4626","FBti0063977","FBti0063977"
"4627","FBti0063979","FBti0063979"
"4628","RR48347","transposable"
"4629","RR48810","transposable"
